Query	Entry	Entry_Name	Protein_Name	Gene_Names	Organism	GO_IDs	GO_Terms	GO_Evidence	Status
A0A1D2MXC0	A0A1D2MXC0	A0A1D2MXC0_ORCCI	Calmodulin-lysine N-methyltransferase	NA	Orchesella cincta	GO:0005737;GO:0005634;GO:0018025;GO:0032259	C:cytoplasm;C:nucleus;F:calmodulin-lysine N-methyltransferase activity;P:methylation	IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:UniProtKB-EC;IEA:UniProtKB-KW	Success
A0A226E6V4	A0A226E6V4	A0A226E6V4_FOLCA	Radial spoke head protein 3	NA	Folsomia candida	GO:0005737;GO:0005856;GO:0031514	C:cytoplasm;C:cytoskeleton;C:motile cilium	IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2NBQ4	A0A1D2NBQ4	A0A1D2NBQ4_ORCCI	Acid sphingomyelinase-like phosphodiesterase 3b	NA	Orchesella cincta	GO:0005615;GO:0046872;GO:0008081	C:extracellular space;F:metal ion binding;F:phosphoric diester hydrolase activity	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A8J2LX48	A0A8J2LX48	A0A8J2LX48_9HEXA	Neurofibromin	NA	Allacma fusca	GO:0005096	F:GTPase activator activity	IEA:UniProtKB-KW	Success
A0A1D2NCE8	A0A1D2NCE8	A0A1D2NCE8_ORCCI	Protein HIRA	NA	Orchesella cincta	GO:0000785;GO:0000417;GO:0005634;GO:0031491;GO:0006338;GO:0006351;GO:0006355	C:chromatin;C:HIR complex;C:nucleus;F:nucleosome binding;P:chromatin remodeling;P:DNA-templated transcription;P:regulation of DNA-templated transcription	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A1D2NC59	A0A1D2NC59	A0A1D2NC59_ORCCI	Pre-mRNA-processing factor 19	NA	Orchesella cincta	GO:0005737;GO:0005654;GO:0000974;GO:0071006;GO:0061630;GO:0006281;GO:0000398;GO:0070534	C:cytoplasm;C:nucleoplasm;C:Prp19 complex;C:U2-type catalytic step 1 spliceosome;F:ubiquitin protein ligase activity;P:DNA repair;P:mRNA splicing, via spliceosome;P:protein K63-linked ubiquitination	IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:UniProtKB-KW;IEA:InterPro;IEA:UniProtKB-UniRule	Success
A0A1D2NBN7	A0A1D2NBN7	A0A1D2NBN7_ORCCI	Nuclear receptor corepressor 1	NA	Orchesella cincta	GO:0000785;GO:0005654;GO:0032991;GO:0006357	C:chromatin;C:nucleoplasm;C:protein-containing complex;P:regulation of transcription by RNA polymerase II	IEA:TreeGrafter;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:TreeGrafter	Success
A0A226E4K6	A0A226E4K6	A0A226E4K6_FOLCA	C2H2-type domain-containing protein	NA	Folsomia candida	GO:0008270	F:zinc ion binding	IEA:UniProtKB-KW	Success
A0A1D2NBN6	A0A1D2NBN6	A0A1D2NBN6_ORCCI	Nuclear receptor corepressor 1	NA	Orchesella cincta	GO:0000785;GO:0005654;GO:0032991;GO:0006357	C:chromatin;C:nucleoplasm;C:protein-containing complex;P:regulation of transcription by RNA polymerase II	IEA:TreeGrafter;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:TreeGrafter	Success
A0A1D2NBQ6	A0A1D2NBQ6	A0A1D2NBQ6_ORCCI	Cell cycle checkpoint protein RAD1	NA	Orchesella cincta	GO:0030896;GO:0000077;GO:0006281	C:checkpoint clamp complex;P:DNA damage checkpoint signaling;P:DNA repair	IEA:TreeGrafter;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2NBR1	A0A1D2NBR1	A0A1D2NBR1_ORCCI	Polymerase delta-interacting protein 2	NA	Orchesella cincta	GO:0042645;GO:0005634;GO:0003677;GO:0070987	C:mitochondrial nucleoid;C:nucleus;F:DNA binding;P:error-free translesion synthesis	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2MXD0	A0A1D2MXD0	A0A1D2MXD0_ORCCI	Neural cell adhesion molecule 1	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2MX46	A0A1D2MX46	A0A1D2MX46_ORCCI	Protein retinal degeneration B	NA	Orchesella cincta	GO:0005737;GO:0012505;GO:0046872;GO:0031210;GO:0008525;GO:0035091;GO:0008526	C:cytoplasm;C:endomembrane system;F:metal ion binding;F:phosphatidylcholine binding;F:phosphatidylcholine transporter activity;F:phosphatidylinositol binding;F:phosphatidylinositol transfer activity	IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A226DHG2	A0A226DHG2	A0A226DHG2_FOLCA	5-hydroxytryptamine receptor 1B	NA	Folsomia candida	GO:0060170;GO:0005768;GO:0004930	C:ciliary membrane;C:endosome;F:G protein-coupled receptor activity	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MX50	A0A1D2MX50	A0A1D2MX50_ORCCI	Bifunctional nitrilase/nitrile hydratase NIT4	NA	Orchesella cincta	GO:0003824	F:catalytic activity	IEA:InterPro	Success
A0A1D2MP50	A0A1D2MP50	A0A1D2MP50_ORCCI	Tumor protein p53-inducible protein 13	NA	Orchesella cincta	GO:0005737	C:cytoplasm	IEA:TreeGrafter	Success
A0A1D2MP99	A0A1D2MP99	A0A1D2MP99_ORCCI	Protein glass	NA	Orchesella cincta	GO:0005634;GO:0000981;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2N8U3	A0A1D2N8U3	A0A1D2N8U3_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2N8V5	A0A1D2N8V5	A0A1D2N8V5_ORCCI	Nuclear factor 1	NA	Orchesella cincta	GO:0005634;GO:0000981;GO:0000978	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N8S5	A0A1D2N8S5	A0A1D2N8S5_ORCCI	Alpha-ketoglutarate-dependent dioxygenase alkB 7, mitochondrial	NA	Orchesella cincta	GO:0005759;GO:0051213;GO:0006974;GO:0006631	C:mitochondrial matrix;F:dioxygenase activity;P:DNA damage response;P:fatty acid metabolic process	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2N8T7	A0A1D2N8T7	A0A1D2N8T7_ORCCI	Membrane-associated protein Hem	NA	Orchesella cincta	GO:0031209;GO:0016477;GO:0030031;GO:0030866;GO:0048812	C:SCAR complex;P:cell migration;P:cell projection assembly;P:cortical actin cytoskeleton organization;P:neuron projection morphogenesis	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NML8	A0A1D2NML8	A0A1D2NML8_ORCCI	GDP-fucose transporter 1	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-SubCell	Success
A0A8J2PBP5	A0A8J2PBP5	A0A8J2PBP5_9HEXA	RRM domain-containing protein	NA	Allacma fusca	GO:0003723	F:RNA binding	IEA:UniProtKB-UniRule	Success
A0A8J2KSH4	A0A8J2KSH4	A0A8J2KSH4_9HEXA	Uncharacterized protein	NA	Allacma fusca	NA	NA	NA	Success
A0A1D2MYG6	A0A1D2MYG6	A0A1D2MYG6_ORCCI	F-box/LRR-repeat protein 20	NA	Orchesella cincta	GO:0005737	C:cytoplasm	IEA:TreeGrafter	Success
A0A1D2MYE9	A0A1D2MYE9	A0A1D2MYE9_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-SubCell	Success
A0A8J2P9J8	A0A8J2P9J8	A0A8J2P9J8_9HEXA	Ribulose-phosphate 3-epimerase	NA	Allacma fusca	GO:0004750;GO:0005975;GO:0006098	F:D-ribulose-phosphate 3-epimerase activity;P:carbohydrate metabolic process;P:pentose-phosphate shunt	IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A1D2MZK5	A0A1D2MZK5	A0A1D2MZK5_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MYG1	A0A1D2MYG1	A0A1D2MYG1_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2MZC1	A0A1D2MZC1	A0A1D2MZC1_ORCCI	Cytochrome P450 3A40	NA	Orchesella cincta	GO:0020037;GO:0005506;GO:0016705;GO:0008395	F:heme binding;F:iron ion binding;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;F:steroid hydroxylase activity	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2M235	A0A1D2M235	A0A1D2M235_ORCCI	ATP-dependent DNA helicase	NA	Orchesella cincta	GO:0005524;GO:0016887;GO:0003678;GO:0006310;GO:0006281;GO:0000723	F:ATP binding;F:ATP hydrolysis activity;F:DNA helicase activity;P:DNA recombination;P:DNA repair;P:telomere maintenance	IEA:UniProtKB-KW;IEA:RHEA;IEA:InterPro;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2MYH3	A0A1D2MYH3	A0A1D2MYH3_ORCCI	Oxysterol-binding protein-related protein 11	NA	Orchesella cincta	GO:0005829;GO:0016020;GO:0032934;GO:0006869	C:cytosol;C:membrane;F:sterol binding;P:lipid transport	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MYN1	A0A1D2MYN1	A0A1D2MYN1_ORCCI	TP53-regulated inhibitor of apoptosis 1-B	NA	Orchesella cincta	GO:0005829;GO:0005758;GO:0005634;GO:1990050;GO:0045332	C:cytosol;C:mitochondrial intermembrane space;C:nucleus;F:phosphatidic acid transfer activity;P:phospholipid translocation	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MYL0	A0A1D2MYL0	A0A1D2MYL0_ORCCI	phosphatidylserine decarboxylase	NA	Orchesella cincta	GO:0005739;GO:0004609;GO:0006646	C:mitochondrion;F:phosphatidylserine decarboxylase activity;P:phosphatidylethanolamine biosynthetic process	IEA:InterPro;IEA:UniProtKB-EC;IEA:UniProtKB-UniPathway	Success
A0A1D2MZ59	A0A1D2MZ59	A0A1D2MZ59_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2MYS5	A0A1D2MYS5	A0A1D2MYS5_ORCCI	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1	NA	Orchesella cincta	GO:0005783;GO:0016020;GO:0016746;GO:0036149	C:endoplasmic reticulum;C:membrane;F:acyltransferase activity;P:phosphatidylinositol acyl-chain remodeling	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2N9A2	A0A1D2N9A2	A0A1D2N9A2_ORCCI	ceramide glucosyltransferase	NA	Orchesella cincta	GO:0016020;GO:0008120;GO:0006679	C:membrane;F:ceramide glucosyltransferase activity;P:glucosylceramide biosynthetic process	IEA:UniProtKB-SubCell;IEA:UniProtKB-EC;IEA:TreeGrafter	Success
A0A1D2N8T3	A0A1D2N8T3	A0A1D2N8T3_ORCCI	Sin3 histone deacetylase corepressor complex component SDS3	NA	Orchesella cincta	GO:0005654	C:nucleoplasm	IEA:UniProtKB-ARBA	Success
A0A8J2K1G3	A0A8J2K1G3	A0A8J2K1G3_9HEXA	Uncharacterized protein	NA	Allacma fusca	NA	NA	NA	Success
A0AAD7ZI40	A0AAD7ZI40	A0AAD7ZI40_DIPPU	Ras-like GTP-binding protein Rho1	NA	Diploptera punctata	GO:0005525;GO:0003924;GO:0001667;GO:0022412;GO:0003006;GO:0035099;GO:0035006;GO:0007264	F:GTP binding;F:GTPase activity;P:ameboidal-type cell migration;P:cellular process involved in reproduction in multicellular organism;P:developmental process involved in reproduction;P:hemocyte migration;P:melanization defense response;P:small GTPase-mediated signal transduction	IEA:UniProtKB-KW;IEA:InterPro;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:InterPro	Success
A0A1D2N8T9	A0A1D2N8T9	A0A1D2N8T9_ORCCI	Protein MON2 homolog	NA	Orchesella cincta	GO:0015031	P:protein transport	IEA:UniProtKB-KW	Success
A0A1D2NMD6	A0A1D2NMD6	A0A1D2NMD6_ORCCI	Beta-glucuronidase	NA	Orchesella cincta	GO:0005615;GO:0005764;GO:0004566;GO:0030246;GO:0005975;GO:0019391	C:extracellular space;C:lysosome;F:beta-glucuronidase activity;F:carbohydrate binding;P:carbohydrate metabolic process;P:glucuronoside catabolic process	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-EC;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2N8U8	A0A1D2N8U8	A0A1D2N8U8_ORCCI	phosphoenolpyruvate mutase	NA	Orchesella cincta	GO:0050188	F:phosphoenolpyruvate mutase activity	IEA:UniProtKB-EC	Success
A0A1D2NCF8	A0A1D2NCF8	A0A1D2NCF8_ORCCI	Vacuolar protein sorting-associated protein 35	NA	Orchesella cincta	GO:0005829;GO:0005770;GO:0030906;GO:0006886;GO:0042147	C:cytosol;C:late endosome;C:retromer, cargo-selective complex;P:intracellular protein transport;P:retrograde transport, endosome to Golgi	IEA:GOC;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2NBS2	A0A1D2NBS2	A0A1D2NBS2_ORCCI	E3 ubiquitin-protein ligase	NA	Orchesella cincta	GO:0005737;GO:0031624;GO:0061630;GO:0008270;GO:0043161;GO:0016567	C:cytoplasm;F:ubiquitin conjugating enzyme binding;F:ubiquitin protein ligase activity;F:zinc ion binding;P:proteasome-mediated ubiquitin-dependent protein catabolic process;P:protein ubiquitination	IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:UniProtKB-UniPathway	Success
A0A8J2JZ75	A0A8J2JZ75	A0A8J2JZ75_9HEXA	Uncharacterized protein	NA	Allacma fusca	GO:0005615;GO:0017147;GO:0060070;GO:0035567	C:extracellular space;F:Wnt-protein binding;P:canonical Wnt signaling pathway;P:non-canonical Wnt signaling pathway	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NBQ2	A0A1D2NBQ2	A0A1D2NBQ2_ORCCI	Mitochondrial GTPase 1	NA	Orchesella cincta	GO:0005743;GO:0005525;GO:0003924;GO:0032543	C:mitochondrial inner membrane;F:GTP binding;F:GTPase activity;P:mitochondrial translation	IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2M610	A0A1D2M610	A0A1D2M610_ORCCI	Mannosyltransferase	NA	Orchesella cincta	GO:0005789;GO:0000026;GO:0006506	C:endoplasmic reticulum membrane;F:alpha-1,2-mannosyltransferase activity;P:GPI anchor biosynthetic process	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MIG6	A0A1D2MIG6	A0A1D2MIG6_ORCCI	Large ribosomal subunit protein uL22	NA	Orchesella cincta	GO:0022625;GO:0003735;GO:0002181	C:cytosolic large ribosomal subunit;F:structural constituent of ribosome;P:cytoplasmic translation	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2NBQ7	A0A1D2NBQ7	A0A1D2NBQ7_ORCCI	Cation-transporting ATPase	NA	Orchesella cincta	GO:0016020;GO:0005524;GO:0016887;GO:0019829;GO:0046872;GO:0140358;GO:0006874	C:membrane;F:ATP binding;F:ATP hydrolysis activity;F:ATPase-coupled monoatomic cation transmembrane transporter activity;F:metal ion binding;F:P-type transmembrane transporter activity;P:intracellular calcium ion homeostasis	IEA:UniProtKB-SubCell;IEA:UniProtKB-UniRule;IEA:InterPro;IEA:UniProtKB-UniRule;IEA:UniProtKB-UniRule;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2NBR5	A0A1D2NBR5	A0A1D2NBR5_ORCCI	Ubiquitin domain-containing protein 2	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NBP8	A0A1D2NBP8	A0A1D2NBP8_ORCCI	THO complex subunit 7	NA	Orchesella cincta	GO:0000445;GO:0006397	C:THO complex part of transcription export complex;P:mRNA processing	IEA:InterPro;IEA:InterPro	Success
A0A1D2NBQ1	A0A1D2NBQ1	A0A1D2NBQ1_ORCCI	Mucolipin-3	NA	Orchesella cincta	GO:0010008;GO:0005765;GO:0005886;GO:0072345	C:endosome membrane;C:lysosomal membrane;C:plasma membrane;F:NAADP-sensitive calcium-release channel activity	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:TreeGrafter	Success
A0A1D2NCH3	A0A1D2NCH3	A0A1D2NCH3_ORCCI	NADAR domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A226E648	A0A226E648	A0A226E648_FOLCA	Paxillin	NA	Folsomia candida	GO:0005856;GO:0005925;GO:0046872	C:cytoskeleton;C:focal adhesion;F:metal ion binding	IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:UniProtKB-KW	Success
A0A1D2M491	A0A1D2M491	A0A1D2M491_ORCCI	RNA-directed DNA polymerase	NA	Orchesella cincta	GO:0042575;GO:0004519;GO:0003676;GO:0003964;GO:0008270;GO:0015074	C:DNA polymerase complex;F:endonuclease activity;F:nucleic acid binding;F:RNA-directed DNA polymerase activity;F:zinc ion binding;P:DNA integration	IEA:UniProtKB-ARBA;IEA:UniProtKB-KW;IEA:InterPro;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A8J2KDF8	A0A8J2KDF8	A0A8J2KDF8_9HEXA	LIM zinc-binding domain-containing protein	NA	Allacma fusca	GO:0005856;GO:0005925;GO:0046872	C:cytoskeleton;C:focal adhesion;F:metal ion binding	IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:UniProtKB-KW	Success
A0A1D2N112	A0A1D2N112	A0A1D2N112_ORCCI	Paxillin	NA	Orchesella cincta	GO:0070161;GO:0046872	C:anchoring junction;F:metal ion binding	IEA:UniProtKB-ARBA;IEA:UniProtKB-KW	Success
A0A1D2N0Y5	A0A1D2N0Y5	A0A1D2N0Y5_ORCCI	Small integral membrane protein 14	NA	Orchesella cincta	GO:0005783;GO:0016020	C:endoplasmic reticulum;C:membrane	IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A8W8K305	A0A8W8K305	A0A8W8K305_MAGGI	PSP proline-rich domain-containing protein	NA	Magallana gigas	GO:0071013;GO:0003723;GO:0008270	C:catalytic step 2 spliceosome;F:RNA binding;F:zinc ion binding	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2N1Y8	A0A1D2N1Y8	A0A1D2N1Y8_ORCCI	Calcium release-activated calcium channel protein 1	NA	Orchesella cincta	GO:0016020;GO:0015279;GO:0002115	C:membrane;F:store-operated calcium channel activity;P:store-operated calcium entry	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N0U5	A0A1D2N0U5	A0A1D2N0U5_ORCCI	[histone H3]-dimethyl-L-lysine(36) demethylase	NA	Orchesella cincta	GO:0003677;GO:0140680;GO:0008270	F:DNA binding;F:histone H3K36me/H3K36me2 demethylase activity;F:zinc ion binding	IEA:InterPro;IEA:UniProtKB-EC;IEA:UniProtKB-KW	Success
A0A1D2N0W7	A0A1D2N0W7	A0A1D2N0W7_ORCCI	Solute carrier family 13 member 2	NA	Orchesella cincta	GO:0005886;GO:0015137;GO:0015141	C:plasma membrane;F:citrate transmembrane transporter activity;F:succinate transmembrane transporter activity	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N122	A0A1D2N122	A0A1D2N122_ORCCI	tRNA/tmRNA (Uracil-C(5))-methyltransferase	NA	Orchesella cincta	GO:0008168;GO:0032259	F:methyltransferase activity;P:methylation	IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A226E5T6	A0A226E5T6	A0A226E5T6_FOLCA	Dynein regulatory complex protein 10	NA	Folsomia candida	GO:0005737;GO:0005856;GO:0031514	C:cytoplasm;C:cytoskeleton;C:motile cilium	IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A8J2PYB6	A0A8J2PYB6	A0A8J2PYB6_9HEXA	DNA-directed RNA polymerase subunit beta	NA	Allacma fusca	GO:0000428;GO:0003677;GO:0003899;GO:0046872;GO:0032549;GO:0006351	C:DNA-directed RNA polymerase complex;F:DNA binding;F:DNA-directed RNA polymerase activity;F:metal ion binding;F:ribonucleoside binding;P:DNA-templated transcription	IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro	Success
A0A1D2MRN0	A0A1D2MRN0	A0A1D2MRN0_ORCCI	Eukaryotic translation initiation factor 4E type 3-B	NA	Orchesella cincta	GO:0016281;GO:0000340;GO:0003743;GO:0006417	C:eukaryotic translation initiation factor 4F complex;F:RNA 7-methylguanosine cap binding;F:translation initiation factor activity;P:regulation of translation	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2M4T9	A0A1D2M4T9	A0A1D2M4T9_ORCCI	Putative RNA-binding protein 19	NA	Orchesella cincta	GO:0005737;GO:0005634;GO:1990904;GO:0003729	C:cytoplasm;C:nucleus;C:ribonucleoprotein complex;F:mRNA binding	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N0S5	A0A1D2N0S5	A0A1D2N0S5_ORCCI	WD repeat-containing protein 82	NA	Orchesella cincta	GO:0048188;GO:0003682;GO:0006353	C:Set1C/COMPASS complex;F:chromatin binding;P:DNA-templated transcription termination	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2N0T6	A0A1D2N0T6	A0A1D2N0T6_ORCCI	Low density lipoprotein receptor adapter protein 1-B	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MCB7	A0A1D2MCB7	A0A1D2MCB7_ORCCI	Heterogeneous nuclear ribonucleoprotein K	NA	Orchesella cincta	GO:1990904;GO:0003723;GO:0010468	C:ribonucleoprotein complex;F:RNA binding;P:regulation of gene expression	IEA:UniProtKB-KW;IEA:UniProtKB-UniRule;IEA:UniProtKB-ARBA	Success
A0A1D2N1I8	A0A1D2N1I8	A0A1D2N1I8_ORCCI	WD repeat-containing protein 35	NA	Orchesella cincta	GO:0030991;GO:0097730;GO:0035721;GO:1905515;GO:0061512	C:intraciliary transport particle A;C:non-motile cilium;P:intraciliary retrograde transport;P:non-motile cilium assembly;P:protein localization to cilium	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A8J2KJ02	A0A8J2KJ02	A0A8J2KJ02_9HEXA	Myotubularin phosphatase domain-containing protein	NA	Allacma fusca	GO:0004438	F:phosphatidylinositol-3-phosphate phosphatase activity	IEA:InterPro	Success
A0A1D2N0V4	A0A1D2N0V4	A0A1D2N0V4_ORCCI	Protein spaetzle	NA	Orchesella cincta	GO:0005615;GO:0008083;GO:0005121;GO:0021556;GO:0045087	C:extracellular space;F:growth factor activity;F:Toll binding;P:central nervous system formation;P:innate immune response	IEA:UniProtKB-ARBA;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A9D4FP87	A0A9D4FP87	A0A9D4FP87_DREPO	RING-type E3 ubiquitin transferase	NA	Dreissena polymorpha	GO:0005778;GO:0016740;GO:0008270;GO:0016558	C:peroxisomal membrane;F:transferase activity;F:zinc ion binding;P:protein import into peroxisome matrix	IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2MRA6	A0A1D2MRA6	A0A1D2MRA6_ORCCI	Enhancer of polycomb 2	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MXY9	A0A1D2MXY9	A0A1D2MXY9_ORCCI	calcium/calmodulin-dependent protein kinase	NA	Orchesella cincta	GO:0005524;GO:0004674;GO:0061762	F:ATP binding;F:protein serine/threonine kinase activity;P:CAMKK-AMPK signaling cascade	IEA:UniProtKB-UniRule;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
F4WPA9	F4WPA9	F4WPA9_ACREC	Signal peptide peptidase-like 3	NA	Acromyrmex echinatior	GO:0098554;GO:0030660;GO:0098553;GO:0042500;GO:0033619;GO:0006465	C:cytoplasmic side of endoplasmic reticulum membrane;C:Golgi-associated vesicle membrane;C:lumenal side of endoplasmic reticulum membrane;F:aspartic endopeptidase activity, intramembrane cleaving;P:membrane protein proteolysis;P:signal peptide processing	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N7M3	A0A1D2N7M3	A0A1D2N7M3_ORCCI	Kinesin-like protein KIF20B	NA	Orchesella cincta	GO:0072686;GO:0005634;GO:0005876;GO:0005524;GO:0008017;GO:0008574;GO:0007018;GO:0090307;GO:0051231	C:mitotic spindle;C:nucleus;C:spindle microtubule;F:ATP binding;F:microtubule binding;F:plus-end-directed microtubule motor activity;P:microtubule-based movement;P:mitotic spindle assembly;P:spindle elongation	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:InterPro;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter	Success
