region_id	chromosome	start	end	length	num_populations_total	North-West_Middle Jylland	North-West_North Jylland (Middle)	North-West_North Jylland (Top)	North-West_North Jylland (West)	Outgroup_1	South-East_East Jylland	South-East_North Sjaeland	South-East_Outgroup_2(East Jylland)	South-East_South Costal Denmark
EntNic_HiC_scaffold_1_R388	HiC_scaffold_1	49384299	49394045	9747	2	0.0	0.0	0.0	0.0	0.0	0.787	0.0	1.0	0.0
EntNic_HiC_scaffold_1_R391	HiC_scaffold_1	49435944	49441695	5752	2	0.0	0.0	0.0	0.0	0.0	0.602	0.0	0.853	0.0
EntNic_HiC_scaffold_1_R392	HiC_scaffold_1	50551121	50556269	5149	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_1_R393	HiC_scaffold_1	50564746	50581353	16608	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_1_R394	HiC_scaffold_1	55221982	55227273	5292	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R3	HiC_scaffold_2	2408555	2429936	21382	2	0.0	0.0	0.0	0.01	0.0	0.0	0.0	1.0	0.0
EntNic_HiC_scaffold_2_R5	HiC_scaffold_2	2478879	2500248	21370	3	0.0	0.0	0.0	0.0	0.0	0.574	0.0	0.601	0.402
EntNic_HiC_scaffold_2_R6	HiC_scaffold_2	2585103	2613056	27954	9	0.034	0.489	0.0	0.0	0.0	0.214	0.101	0.279	0.395
EntNic_HiC_scaffold_2_R8	HiC_scaffold_2	2648733	2659122	10390	4	0.0	0.0	0.0	0.0	0.163	0.311	0.0	0.297	1.0
EntNic_HiC_scaffold_2_R9	HiC_scaffold_2	2662506	2675481	12976	2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.231
EntNic_HiC_scaffold_2_R10	HiC_scaffold_2	2689530	3006915	317386	33	0.152	0.452	0.259	0.098	0.182	0.4	0.18	0.153	0.328
EntNic_HiC_scaffold_2_R11	HiC_scaffold_2	3040824	3111072	70249	9	0.068	0.0	0.206	1.0	0.0	0.0	0.014	0.0	0.692
EntNic_HiC_scaffold_2_R12	HiC_scaffold_2	3142363	3149099	6737	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R15	HiC_scaffold_2	5729989	6124565	394577	38	0.491	0.282	0.282	0.282	0.179	0.313	0.071	0.221	0.282
EntNic_HiC_scaffold_2_R16	HiC_scaffold_2	6139766	6291100	151335	33	0.622	0.813	0.813	0.791	0.813	0.813	0.996	0.813	1.0
EntNic_HiC_scaffold_2_R17	HiC_scaffold_2	6304784	6530286	225503	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R19	HiC_scaffold_2	6624923	6676613	51691	11	0.711	0.646	0.357	0.22	1.0	0.713	0.0	0.0	0.723
EntNic_HiC_scaffold_2_R20	HiC_scaffold_2	6894377	6915191	20815	4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.59
EntNic_HiC_scaffold_2_R21	HiC_scaffold_2	7072687	7130860	58174	3	0.0	0.0	0.0	0.0	0.0	0.0	0.261	0.0	1.0
EntNic_HiC_scaffold_2_R24	HiC_scaffold_2	7418842	7556540	137699	7	0.0	0.0	0.0	0.0	0.0	0.561	0.0	0.687	0.806
EntNic_HiC_scaffold_2_R25	HiC_scaffold_2	7576819	7601139	24321	7	0.0	0.0	0.181	0.771	0.0	0.64	0.0	0.0	0.818
EntNic_HiC_scaffold_2_R26	HiC_scaffold_2	7607459	7618689	11231	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R28	HiC_scaffold_2	7873376	7888631	15256	8	0.0	0.089	1.0	0.888	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R29	HiC_scaffold_2	7917586	7940109	22524	3	0.0	0.0	0.993	0.51	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R30	HiC_scaffold_2	8203920	8257274	53355	14	0.0	0.517	0.602	0.153	0.0	0.0	0.259	0.204	1.0
EntNic_HiC_scaffold_2_R31	HiC_scaffold_2	8271601	8428609	157009	17	0.238	0.444	0.469	0.314	0.01	0.0	0.0	0.0	0.069
EntNic_HiC_scaffold_2_R32	HiC_scaffold_2	8451007	8463406	12400	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R33	HiC_scaffold_2	9018725	9063919	45195	9	0.426	0.421	0.827	0.424	0.0	0.0	0.0	0.0	0.459
EntNic_HiC_scaffold_2_R34	HiC_scaffold_2	9109761	9138584	28824	6	0.565	0.542	0.851	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R35	HiC_scaffold_2	9325636	9335958	10323	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R36	HiC_scaffold_2	9345186	9371737	26552	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R37	HiC_scaffold_2	9371888	9411639	39752	4	0.0	0.0	0.0	0.0	0.0	0.642	0.0	0.0	0.642
EntNic_HiC_scaffold_2_R38	HiC_scaffold_2	9801396	9821542	20147	9	0.197	0.0	0.639	0.635	0.0	0.0	0.875	0.856	0.0
EntNic_HiC_scaffold_2_R39	HiC_scaffold_2	9892787	9915304	22518	25	0.39	0.16	0.512	0.573	0.765	0.064	0.983	0.0	0.338
EntNic_HiC_scaffold_2_R41	HiC_scaffold_2	10819765	10842635	22871	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R42	HiC_scaffold_2	10846772	10866524	19753	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R43	HiC_scaffold_2	10886627	10899977	13351	8	0.0	0.04	1.0	1.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R44	HiC_scaffold_2	10910379	10921117	10739	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R46	HiC_scaffold_2	11285856	11298095	12240	3	0.0	0.76	0.0	0.0	0.0	0.374	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R47	HiC_scaffold_2	11307014	11334339	27326	4	0.0	0.0	0.0	0.0	0.138	1.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R48	HiC_scaffold_2	11352608	11369249	16642	4	0.0	0.0	0.235	0.0	0.0	0.988	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R49	HiC_scaffold_2	11394001	11400547	6547	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R50	HiC_scaffold_2	11402893	11408834	5942	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R52	HiC_scaffold_2	11420671	11427269	6599	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R53	HiC_scaffold_2	11441402	11460871	19470	6	0.225	0.472	0.682	0.0	0.0	0.0	0.365	0.0	0.0
EntNic_HiC_scaffold_2_R56	HiC_scaffold_2	11505944	11510978	5035	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R57	HiC_scaffold_2	11548162	11570786	22625	5	1.0	0.0	0.0	0.672	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R58	HiC_scaffold_2	11662422	11756746	94325	16	0.0	0.245	0.776	0.692	0.0	0.0	0.0	0.013	0.0
EntNic_HiC_scaffold_2_R59	HiC_scaffold_2	11824244	11835814	11571	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R60	HiC_scaffold_2	11937167	11958154	20988	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R61	HiC_scaffold_2	12033914	12066225	32312	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R64	HiC_scaffold_2	12220971	12282030	61060	12	0.0	0.0	0.155	0.222	0.0	0.479	1.0	0.0	0.524
EntNic_HiC_scaffold_2_R65	HiC_scaffold_2	12313930	12369570	55641	11	0.0	0.279	0.325	0.0	0.931	0.0	0.107	0.051	0.93
EntNic_HiC_scaffold_2_R66	HiC_scaffold_2	12380051	12394701	14651	2	0.0	0.0	0.857	0.0	0.955	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R67	HiC_scaffold_2	12444215	12454309	10095	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R68	HiC_scaffold_2	12455258	12465993	10736	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R69	HiC_scaffold_2	12574467	12585742	11276	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R71	HiC_scaffold_2	12623718	12644174	20457	11	0.761	1.0	0.0	0.0	0.0	0.805	0.0	0.595	0.0
EntNic_HiC_scaffold_2_R72	HiC_scaffold_2	12873648	12884735	11088	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R73	HiC_scaffold_2	12888150	12893902	5753	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R74	HiC_scaffold_2	12894469	12926939	32471	6	0.536	0.0	0.724	0.32	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R76	HiC_scaffold_2	12937553	13062656	125104	25	0.249	0.101	0.533	0.304	0.0	0.098	0.472	0.091	0.122
EntNic_HiC_scaffold_2_R77	HiC_scaffold_2	13091686	13113512	21827	5	0.0	0.0	0.116	0.0	0.0	0.0	1.0	0.132	0.0
EntNic_HiC_scaffold_2_R78	HiC_scaffold_2	13179149	13202394	23246	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R83	HiC_scaffold_2	13307398	13316335	8938	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R85	HiC_scaffold_2	13356624	13365789	9166	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R86	HiC_scaffold_2	13398222	13738391	340170	33	0.264	0.231	0.207	0.039	0.189	0.644	0.107	0.203	0.236
EntNic_HiC_scaffold_2_R87	HiC_scaffold_2	13743794	13780439	36646	21	0.256	0.488	0.989	0.969	0.118	0.601	0.555	0.604	0.0
EntNic_HiC_scaffold_2_R88	HiC_scaffold_2	13803328	13919116	115789	22	0.478	0.469	0.383	0.28	0.0	0.172	0.112	0.085	0.0
EntNic_HiC_scaffold_2_R89	HiC_scaffold_2	14051341	14229785	178445	16	0.0	0.623	0.964	0.0	0.0	0.128	0.0	0.351	0.084
EntNic_HiC_scaffold_2_R91	HiC_scaffold_2	14300767	14375871	75105	8	0.0	0.0	0.685	0.792	0.0	0.197	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R92	HiC_scaffold_2	14378689	14388047	9359	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R93	HiC_scaffold_2	14455868	14479900	24033	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R94	HiC_scaffold_2	14515172	14523160	7989	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R95	HiC_scaffold_2	14657539	14708393	50855	18	0.193	0.247	0.127	0.631	0.0	0.055	0.215	0.231	0.0
EntNic_HiC_scaffold_2_R96	HiC_scaffold_2	14724215	14789287	65073	23	0.181	0.275	0.098	0.718	0.077	0.06	0.0	0.275	0.125
EntNic_HiC_scaffold_2_R97	HiC_scaffold_2	14976340	15006397	30058	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.865	1.0
EntNic_HiC_scaffold_2_R100	HiC_scaffold_2	15200294	15239556	39263	9	0.097	0.141	0.0	0.097	0.0	0.025	0.0	0.924	0.331
EntNic_HiC_scaffold_2_R101	HiC_scaffold_2	15266197	15303217	37021	6	0.308	0.0	0.0	0.331	0.0	0.032	0.021	0.0	0.823
EntNic_HiC_scaffold_2_R102	HiC_scaffold_2	15305766	15336739	30974	8	0.898	0.0	0.0	1.0	0.021	0.0	0.0	0.0	0.195
EntNic_HiC_scaffold_2_R103	HiC_scaffold_2	15351661	15356725	5065	2	0.0	0.0	0.0	0.0	1.0	0.0	0.218	0.0	0.0
EntNic_HiC_scaffold_2_R104	HiC_scaffold_2	15358119	15368009	9891	9	0.859	0.354	0.918	0.762	0.0	0.0	0.0	0.0	0.119
EntNic_HiC_scaffold_2_R105	HiC_scaffold_2	15397149	15422392	25244	4	0.0	0.0	0.0	0.0	0.0	0.0	0.428	0.0	0.963
EntNic_HiC_scaffold_2_R106	HiC_scaffold_2	15427828	15451696	23869	3	0.0	0.0	0.0	0.0	0.0	0.0	0.794	0.0	0.458
EntNic_HiC_scaffold_2_R107	HiC_scaffold_2	15456974	15466894	9921	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R111	HiC_scaffold_2	15617755	15646450	28696	15	0.0	0.989	0.0	0.0	0.0	0.142	0.989	1.0	0.916
EntNic_HiC_scaffold_2_R113	HiC_scaffold_2	15689167	15710802	21636	9	0.139	0.0	0.21	0.316	0.0	0.566	0.0	0.0	0.56
EntNic_HiC_scaffold_2_R115	HiC_scaffold_2	15717543	15744200	26658	5	0.0	0.228	0.326	0.0	0.0	0.624	0.0	0.735	0.0
EntNic_HiC_scaffold_2_R116	HiC_scaffold_2	15744775	15807882	63108	9	0.0	0.626	0.173	0.175	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R117	HiC_scaffold_2	15896139	15918768	22630	9	0.0	0.539	0.0	0.0	0.0	1.0	0.143	0.542	0.393
EntNic_HiC_scaffold_2_R119	HiC_scaffold_2	16000449	16008640	8192	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R120	HiC_scaffold_2	16017059	16027430	10372	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R121	HiC_scaffold_2	16051526	16058962	7437	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R122	HiC_scaffold_2	16106474	16121390	14917	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R124	HiC_scaffold_2	16265366	16303191	37826	10	0.0	0.0	0.398	0.293	0.618	0.64	0.0	0.569	1.0
EntNic_HiC_scaffold_2_R125	HiC_scaffold_2	16399072	16622546	223475	13	0.113	0.11	0.036	0.118	0.647	0.0	0.171	0.0	0.349
EntNic_HiC_scaffold_2_R126	HiC_scaffold_2	16624293	16641063	16771	2	0.0	0.0	0.0	0.0	0.604	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R127	HiC_scaffold_2	16654283	16714664	60382	6	0.0	0.073	0.0	0.0	0.56	0.0	0.0	0.0	0.645
EntNic_HiC_scaffold_2_R128	HiC_scaffold_2	16727526	16746883	19358	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R129	HiC_scaffold_2	16877705	16930476	52772	11	0.15	0.34	0.08	0.871	0.714	0.399	0.0	0.0	0.136
EntNic_HiC_scaffold_2_R130	HiC_scaffold_2	16948995	16968190	19196	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R131	HiC_scaffold_2	17075420	17121438	46019	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R132	HiC_scaffold_2	17128264	17153550	25287	2	0.0	0.0	0.776	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R136	HiC_scaffold_2	17316415	17392970	76556	3	0.0	0.0	0.0	0.0	0.463	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R137	HiC_scaffold_2	17402054	17525030	122977	2	0.0	0.0	0.0	0.707	0.501	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R138	HiC_scaffold_2	17534422	17555974	21553	2	0.0	0.0	0.0	1.0	0.0	0.242	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R139	HiC_scaffold_2	17612287	17638355	26069	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R141	HiC_scaffold_2	18168041	18207362	39322	3	0.0	0.0	0.357	0.75	0.0	0.0	0.249	0.0	0.0
EntNic_HiC_scaffold_2_R142	HiC_scaffold_2	18221670	18238261	16592	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R143	HiC_scaffold_2	18314094	18338676	24583	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R144	HiC_scaffold_2	18350576	18405024	54449	8	0.644	0.0	0.058	0.32	0.0	0.0	0.719	0.356	0.0
EntNic_HiC_scaffold_2_R145	HiC_scaffold_2	18460644	18481143	20500	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
EntNic_HiC_scaffold_2_R146	HiC_scaffold_2	18713924	18729140	15217	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R147	HiC_scaffold_2	19231124	19263107	31984	2	0.0	0.0	0.0	0.0	0.0	0.204	0.0	1.0	0.0
EntNic_HiC_scaffold_2_R148	HiC_scaffold_2	19309271	19516744	207474	14	0.496	0.218	0.523	0.0	0.659	0.0	0.482	0.371	0.076
EntNic_HiC_scaffold_2_R149	HiC_scaffold_2	19523015	19684371	161357	18	0.81	0.0	0.21	0.0	0.939	0.81	0.847	0.81	0.703
EntNic_HiC_scaffold_2_R150	HiC_scaffold_2	19703187	19815287	112101	26	0.74	0.22	0.539	0.0	0.759	0.737	1.0	0.864	0.757
EntNic_HiC_scaffold_2_R151	HiC_scaffold_2	19820682	19829367	8686	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
EntNic_HiC_scaffold_2_R152	HiC_scaffold_2	19839304	19860687	21384	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R153	HiC_scaffold_2	19871451	19881005	9555	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R157	HiC_scaffold_2	19935619	19971247	35629	2	0.0	0.0	0.0	0.0	0.715	0.0	0.547	0.0	0.0
EntNic_HiC_scaffold_2_R159	HiC_scaffold_2	20029867	20052331	22465	2	0.0	0.0	0.0	0.0	1.0	0.0	0.551	0.0	0.0
EntNic_HiC_scaffold_2_R160	HiC_scaffold_2	20063888	20155862	91975	3	0.0	0.0	0.0	0.0	0.669	0.0	0.542	0.0	0.0
EntNic_HiC_scaffold_2_R162	HiC_scaffold_2	20214475	20220869	6395	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R163	HiC_scaffold_2	20270391	20309564	39174	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R164	HiC_scaffold_2	20335569	20369099	33531	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R165	HiC_scaffold_2	20383639	20394953	11315	3	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R166	HiC_scaffold_2	20422469	20530240	107772	10	0.175	0.354	0.488	0.388	0.583	0.0	0.096	0.0	0.0
EntNic_HiC_scaffold_2_R168	HiC_scaffold_2	20555727	20563770	8044	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R169	HiC_scaffold_2	20999155	21016477	17323	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R170	HiC_scaffold_2	21035801	21068568	32768	2	0.0	0.0	0.0	0.842	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R171	HiC_scaffold_2	21084386	21091185	6800	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R172	HiC_scaffold_2	21120703	21152638	31936	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EntNic_HiC_scaffold_2_R173	HiC_scaffold_2	21236133	21254618	18486	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R174	HiC_scaffold_2	21267089	21294788	27700	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R178	HiC_scaffold_2	21491904	21512208	20305	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.909
EntNic_HiC_scaffold_2_R179	HiC_scaffold_2	21547375	21571774	24400	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R180	HiC_scaffold_2	21825356	21867012	41657	3	0.0	0.0	0.0	0.0	0.707	0.0	0.151	0.0	0.935
EntNic_HiC_scaffold_2_R181	HiC_scaffold_2	21874036	21898004	23969	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R183	HiC_scaffold_2	21994715	22039047	44333	10	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R184	HiC_scaffold_2	22044414	22057502	13089	9	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R188	HiC_scaffold_2	22170682	22198188	27507	4	0.0	0.693	1.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R189	HiC_scaffold_2	22498884	22519141	20258	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R191	HiC_scaffold_2	22588569	22595572	7004	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R192	HiC_scaffold_2	23081817	23161555	79739	6	0.0	0.241	0.0	0.905	0.181	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R193	HiC_scaffold_2	23167735	23199779	32045	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R194	HiC_scaffold_2	23388533	23429776	41244	2	0.0	0.0	0.0	0.0	0.0	0.0	0.876	0.0	0.0
EntNic_HiC_scaffold_2_R195	HiC_scaffold_2	23442333	23480485	38153	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R197	HiC_scaffold_2	23520380	23565801	45422	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R198	HiC_scaffold_2	23570951	23590111	19161	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R199	HiC_scaffold_2	23716692	23756185	39494	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R200	HiC_scaffold_2	23962091	23995204	33114	2	0.0	0.831	0.0	0.52	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R201	HiC_scaffold_2	23998140	24018207	20068	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R202	HiC_scaffold_2	24259856	24377695	117840	12	0.462	0.138	0.04	0.088	0.92	0.027	0.0	0.0	0.591
EntNic_HiC_scaffold_2_R203	HiC_scaffold_2	24389352	24435977	46626	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R204	HiC_scaffold_2	24460133	24684019	223887	12	0.0	0.0	0.041	0.0	0.741	0.007	0.208	0.484	0.318
EntNic_HiC_scaffold_2_R205	HiC_scaffold_2	24696897	24793914	97018	15	0.619	0.225	0.753	0.0	1.0	0.0	0.711	0.0	0.428
EntNic_HiC_scaffold_2_R206	HiC_scaffold_2	24914573	25020920	106348	4	0.224	0.0	0.0	0.0	0.0	0.821	0.0	0.0	0.408
EntNic_HiC_scaffold_2_R208	HiC_scaffold_2	25113254	25143719	30466	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R209	HiC_scaffold_2	25240997	25416740	175744	23	0.692	0.787	0.784	0.712	0.947	0.785	0.623	0.0	0.539
EntNic_HiC_scaffold_2_R210	HiC_scaffold_2	25422676	25448604	25929	4	0.647	0.0	0.0	0.0	1.0	0.0	0.725	0.0	0.09
EntNic_HiC_scaffold_2_R211	HiC_scaffold_2	25739622	25776486	36865	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.962
EntNic_HiC_scaffold_2_R212	HiC_scaffold_2	25977659	26133952	156294	5	0.0	0.0	0.579	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R213	HiC_scaffold_2	26144319	26190373	46055	4	0.0	0.0	0.163	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R214	HiC_scaffold_2	26218582	26315563	96982	2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R215	HiC_scaffold_2	26329502	26335921	6420	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R216	HiC_scaffold_2	26348215	26407789	59575	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.548
EntNic_HiC_scaffold_2_R217	HiC_scaffold_2	26421658	26445465	23808	2	0.0	0.255	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R218	HiC_scaffold_2	26448697	26460433	11737	2	0.0	0.469	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R219	HiC_scaffold_2	26465677	26584679	119003	13	0.351	0.191	0.237	0.0	0.842	0.883	0.33	0.0	0.18
EntNic_HiC_scaffold_2_R220	HiC_scaffold_2	26693439	26707759	14321	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R221	HiC_scaffold_2	26718090	26952305	234216	15	0.099	0.395	0.688	0.484	0.783	0.607	0.422	0.066	0.0
EntNic_HiC_scaffold_2_R223	HiC_scaffold_2	27010874	27101461	90588	18	0.306	0.079	0.511	0.623	0.271	0.0	0.496	0.0	0.026
EntNic_HiC_scaffold_2_R224	HiC_scaffold_2	27287476	27386086	98611	17	0.641	0.35	0.727	0.136	0.613	0.604	0.481	0.0	0.0
EntNic_HiC_scaffold_2_R225	HiC_scaffold_2	27606724	27668426	61703	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
