region_id	species	chromosome	start	end	num_populations	population_id	peak_start	peak_end	overlap_fraction	highest_LR	lowest_alpha
EntNic_HiC_scaffold_2_R30	EntNic	HiC_scaffold_2	8203920	8257274	14	EntNic_SUJ-C130	8228197	8257274	0.54499	414.86901	7.353008e-06
EntNic_HiC_scaffold_2_R30	EntNic	HiC_scaffold_2	8203920	8257274	14	EntNic_STF-C266	8228197	8257274	0.54499	182.88731	2.367797e-05
EntNic_HiC_scaffold_2_R30	EntNic	HiC_scaffold_2	8203920	8257274	14	EntNic_KLJ-C127	8228197	8255769	0.51678	249.39682	1.267959e-05
EntNic_HiC_scaffold_2_R30	EntNic	HiC_scaffold_2	8203920	8257274	14	EntNic_DoeJ-C27	8229071	8242038	0.24305	74.48618	2.396438e-05
EntNic_HiC_scaffold_2_R30	EntNic	HiC_scaffold_2	8203920	8257274	14	EntNic_SBJ-C52	8236163	8251460	0.28672	212.97264	1.940228e-05
EntNic_HiC_scaffold_2_R30	EntNic	HiC_scaffold_2	8203920	8257274	14	EntNic_JHJ-C220	8236163	8247026	0.20362	84.19235	5.539831e-05
EntNic_HiC_scaffold_2_R30	EntNic	HiC_scaffold_2	8203920	8257274	14	EntNic_GEJ-C42	8240261	8246121	0.10985	70.99933	6.685962e-05
EntNic_HiC_scaffold_2_R30	EntNic	HiC_scaffold_2	8203920	8257274	14	EntNic_FHJ-C38	8251465	8257274	0.10889	60.41993	3.500004e-05
EntNic_HiC_scaffold_2_R30	EntNic	HiC_scaffold_2	8203920	8257274	14	EntNic_BIJ-C30	8252453	8257274	0.09038	230.02715	7.282142e-06
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_BIJ-C30	8271601	8344987	0.46741	441.27263	5.860144e-06
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_SUJ-C130	8271601	8345270	0.46921	509.73053	6.449727e-06
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_STF-C266	8271601	8276020	0.02815	71.43519	3.976434e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_aeRoe-C36	8271601	8282487	0.06934	66.34898	3.086495e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_KLJ-C127	8295631	8346212	0.32216	804.06551	5.632388e-06
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_LEJ-C64	8295631	8306058	0.06642	174.32314	3.396965e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_SBJ-C52	8295631	8346212	0.32216	630.59478	8.259082e-06
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_TOJ-C71	8295631	8344915	0.3139	288.15891	1.94468e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_DoeJ-C27	8295638	8297044	0.00896	82.50239	5.354146e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_BJJ-C34	8297788	8299364	0.01004	57.81564	0.0002798521
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_FUR-C230	8299168	8299686	0.00331	53.24339	0.0002607647
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_GEJ-C42	8299168	8346212	0.29963	343.42616	9.859898e-06
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_DoeJ-C27	8306207	8346212	0.2548	299.80438	1.533613e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_SSJ-C259	8306327	8330891	0.15646	176.0998	3.229972e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_FUR-C230	8312430	8322053	0.0613	92.26615	1.559896e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_LEJ-C64	8326573	8337186	0.0676	180.96712	4.793496e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_BJJ-C34	8326589	8346212	0.12499	205.52481	1.984984e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_FUR-C230	8327727	8328669	0.00601	56.2136	0.0003111914
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_SSJ-C259	8337028	8374418	0.23815	289.51548	1.335964e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_LVJ-C76	8358949	8359215	0.0017	61.81773	1.555832e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_KLJ-C127	8358949	8374418	0.09853	258.82311	7.784806e-06
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_SBJ-C52	8358949	8428609	0.44368	490.20597	7.768783e-06
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_GEJ-C42	8358949	8368696	0.06209	151.1662	1.052875e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_DoeJ-C27	8358949	8359217	0.00171	56.43091	1.437526e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_TOJ-C71	8359615	8373347	0.08747	65.56668	5.508438e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_LVJ-C76	8367581	8367581	1e-05	52.62411	2.500372e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_DoeJ-C27	8369307	8371870	0.01633	50.6331	8.487395e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_JEJ-C119	8371800	8373315	0.00966	62.45649	0.0003395312
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_VAJ-C24	8371870	8373315	0.00921	58.11053	0.000441479
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_DoeJ-C27	8382723	8382723	1e-05	177.98149	1.109593e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_GEJ-C42	8382723	8382723	1e-05	73.13772	1.109854e-05
EntNic_HiC_scaffold_2_R31	EntNic	HiC_scaffold_2	8271601	8428609	17	EntNic_NOJ-C37	8382723	8420382	0.23986	153.19133	1.432659e-05
EntNic_HiC_scaffold_2_R32	EntNic	HiC_scaffold_2	8451007	8463406	1	EntNic_aeRoe-C36	8451007	8463406	1.0	59.06747	3.33633e-05
EntNic_HiC_scaffold_2_R33	EntNic	HiC_scaffold_2	9018725	9063919	10	EntNic_SHJ-C48	9018725	9037991	0.42631	90.74563	3.884757e-05
EntNic_HiC_scaffold_2_R33	EntNic	HiC_scaffold_2	9018725	9063919	10	EntNic_BJJ-C34	9018725	9037908	0.42447	51.07159	3.597553e-05
EntNic_HiC_scaffold_2_R33	EntNic	HiC_scaffold_2	9018725	9063919	10	EntNic_SKJ-C16	9018725	9037908	0.42447	88.42276	3.231889e-05
EntNic_HiC_scaffold_2_R33	EntNic	HiC_scaffold_2	9018725	9063919	10	EntNic_SKJ-C216	9018725	9056079	0.82653	144.49869	2.339666e-05
EntNic_HiC_scaffold_2_R33	EntNic	HiC_scaffold_2	9018725	9063919	10	EntNic_RDJ-C344	9018725	9037962	0.42567	76.21418	3.649324e-05
EntNic_HiC_scaffold_2_R33	EntNic	HiC_scaffold_2	9018725	9063919	10	EntNic_GoeJ-C19	9018947	9037908	0.41956	51.67168	6.576513e-05
EntNic_HiC_scaffold_2_R33	EntNic	HiC_scaffold_2	9018725	9063919	10	EntNic_ULJ-C60	9018947	9037962	0.42075	53.2662	8.21628e-05
EntNic_HiC_scaffold_2_R33	EntNic	HiC_scaffold_2	9018725	9063919	10	EntNic_SSJ-C259	9018952	9037993	0.42133	54.57406	9.969856e-05
EntNic_HiC_scaffold_2_R33	EntNic	HiC_scaffold_2	9018725	9063919	10	EntNic_JoeJ-C252	9023925	9037908	0.30941	60.46203	7.400333e-05
EntNic_HiC_scaffold_2_R33	EntNic	HiC_scaffold_2	9018725	9063919	10	EntNic_aeRoe-C36	9043169	9063919	0.45914	197.30066	2.452747e-05
EntNic_HiC_scaffold_2_R34	EntNic	HiC_scaffold_2	9109761	9138584	6	EntNic_RDJ-C344	9109761	9134302	0.85144	57.01509	1.132615e-05
EntNic_HiC_scaffold_2_R34	EntNic	HiC_scaffold_2	9109761	9138584	6	EntNic_KLJ-C127	9122297	9137911	0.54174	56.22836	1.994607e-05
EntNic_HiC_scaffold_2_R34	EntNic	HiC_scaffold_2	9109761	9138584	6	EntNic_JoeJ-C252	9122297	9137911	0.54174	60.27884	2.505055e-05
EntNic_HiC_scaffold_2_R34	EntNic	HiC_scaffold_2	9109761	9138584	6	EntNic_SSJ-C259	9122297	9138584	0.56508	76.1806	2.661044e-05
EntNic_HiC_scaffold_2_R34	EntNic	HiC_scaffold_2	9109761	9138584	6	EntNic_BIJ-C30	9134646	9138584	0.13666	58.36264	4.251767e-05
EntNic_HiC_scaffold_2_R34	EntNic	HiC_scaffold_2	9109761	9138584	6	EntNic_aaRJ-C225	9134646	9137911	0.11331	50.01809	0.0001196757
EntNic_HiC_scaffold_2_R35	EntNic	HiC_scaffold_2	9325636	9335958	1	EntNic_KRS-C23	9325636	9335958	1.0	50.86197	2.916571e-05
EntNic_HiC_scaffold_2_R36	EntNic	HiC_scaffold_2	9345186	9371737	1	EntNic_ULJ-C60	9345186	9371737	1.0	61.6975	1.974349e-05
EntNic_HiC_scaffold_2_R37	EntNic	HiC_scaffold_2	9371888	9411639	4	EntNic_DSJ-C190	9371888	9397415	0.64218	65.61015	1.019596e-05
EntNic_HiC_scaffold_2_R37	EntNic	HiC_scaffold_2	9371888	9411639	4	EntNic_KOS-C293	9371888	9397415	0.64218	52.53731	1.67283e-05
EntNic_HiC_scaffold_2_R37	EntNic	HiC_scaffold_2	9371888	9411639	4	EntNic_HHJ-C162	9371888	9397415	0.64218	56.47345	1.368694e-05
EntNic_HiC_scaffold_2_R37	EntNic	HiC_scaffold_2	9371888	9411639	4	EntNic_aeRoe-C36	9392324	9411639	0.48591	60.53946	6.097561e-06
EntNic_HiC_scaffold_2_R38	EntNic	HiC_scaffold_2	9801396	9821542	10	EntNic_JHJ-C220	9801396	9818637	0.85581	112.74586	2.658678e-05
EntNic_HiC_scaffold_2_R38	EntNic	HiC_scaffold_2	9801396	9821542	10	EntNic_GUS-C41	9801396	9819026	0.87512	121.66592	4.167609e-05
EntNic_HiC_scaffold_2_R38	EntNic	HiC_scaffold_2	9801396	9821542	10	EntNic_SKJ-C216	9808678	9821542	0.63856	90.08962	5.147778e-05
EntNic_HiC_scaffold_2_R38	EntNic	HiC_scaffold_2	9801396	9821542	10	EntNic_SKJ-C16	9808678	9821542	0.63856	82.87242	4.764112e-05
EntNic_HiC_scaffold_2_R38	EntNic	HiC_scaffold_2	9801396	9821542	10	EntNic_TOJ-C71	9808742	9821542	0.63538	96.78181	3.920639e-05
EntNic_HiC_scaffold_2_R38	EntNic	HiC_scaffold_2	9801396	9821542	10	EntNic_LEJ-C64	9808953	9821542	0.62491	67.87997	5.599036e-05
EntNic_HiC_scaffold_2_R38	EntNic	HiC_scaffold_2	9801396	9821542	10	EntNic_RDJ-C344	9808953	9821542	0.62491	87.72423	5.563465e-05
EntNic_HiC_scaffold_2_R38	EntNic	HiC_scaffold_2	9801396	9821542	10	EntNic_aaRJ-C225	9808957	9821542	0.62471	83.96535	5.255013e-05
EntNic_HiC_scaffold_2_R38	EntNic	HiC_scaffold_2	9801396	9821542	10	EntNic_JoeJ-C252	9811562	9815521	0.19656	56.99733	0.0001373772
EntNic_HiC_scaffold_2_R38	EntNic	HiC_scaffold_2	9801396	9821542	10	EntNic_FUR-C230	9811793	9815521	0.18509	68.07757	6.343329e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_GUS-C41	9892787	9914917	0.98281	144.07616	3.680565e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_ORoe-C299	9892897	9911931	0.84532	179.70696	5.420096e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_SKJ-C216	9895232	9906763	0.51212	194.52428	4.567126e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_VAJ-C24	9895246	9912468	0.76485	251.8983	5.969369e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_SUJ-C130	9896579	9896579	4e-05	64.05416	7.231347e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_SKJ-C16	9896579	9906679	0.44857	103.31136	4.09737e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_SHJ-C48	9902370	9911142	0.3896	316.03098	7.241995e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_LEJ-C64	9902391	9909054	0.29594	104.39507	9.701934e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_JoeJ-C252	9902391	9908225	0.25913	198.2102	0.000116409
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_BRS-C268	9902391	9911664	0.41185	113.56566	0.0001321096
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_TOJ-C71	9902391	9911879	0.4214	116.50611	7.447661e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_RDJ-C344	9902391	9908192	0.25766	196.75576	8.236044e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_GoeJ-C19	9902391	9908192	0.25766	236.80549	9.524231e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_JEJ-C119	9902391	9911879	0.4214	189.93188	6.043161e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_GSJ-C274	9902391	9905987	0.15974	98.53984	0.0001673778
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_FUR-C230	9902391	9915298	0.57323	125.94251	4.881711e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_SSJ-C259	9902461	9908622	0.27365	165.96527	0.0001102421
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_aaRJ-C225	9903270	9906906	0.16152	130.31866	0.0001819623
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_BIJ-C30	9903617	9907784	0.1851	106.56563	0.0001395868
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_RYJ-C139	9904559	9906763	0.09792	88.25829	0.0003343801
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_HAS-C59	9904559	9912468	0.35127	83.37801	0.0001281806
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_KLJ-C127	9904651	9905234	0.02593	57.00217	0.0005544717
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_SUJ-C130	9905743	9915298	0.42437	136.22726	8.282418e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_SKS-C55	9906538	9912175	0.25038	108.32312	0.0001269655
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_aeRoe-C36	9906705	9912468	0.25597	79.21652	0.0001284304
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_KOS-C293	9907698	9915304	0.33782	203.10316	8.100102e-05
EntNic_HiC_scaffold_2_R39	EntNic	HiC_scaffold_2	9892787	9915304	26	EntNic_MSJ-C2	9909881	9911332	0.06448	78.95747	9.531805e-05
EntNic_HiC_scaffold_2_R40	EntNic	HiC_scaffold_2	10514942	10516705	3	EntNic_JHJ-C220	10514942	10516580	0.92914	60.07781	0.0005770394
EntNic_HiC_scaffold_2_R40	EntNic	HiC_scaffold_2	10514942	10516705	3	EntNic_STF-C266	10515043	10515820	0.44104	53.4518	0.000806985
EntNic_HiC_scaffold_2_R40	EntNic	HiC_scaffold_2	10514942	10516705	3	EntNic_VAJ-C24	10516269	10516705	0.24773	73.11588	0.000658233
EntNic_HiC_scaffold_2_R41	EntNic	HiC_scaffold_2	10819765	10842635	1	EntNic_LEJ-C64	10819765	10842635	1.0	56.08533	1.856705e-05
EntNic_HiC_scaffold_2_R42	EntNic	HiC_scaffold_2	10846772	10866524	2	EntNic_GSJ-C274	10846772	10866524	1.0	117.06067	3.111699e-05
EntNic_HiC_scaffold_2_R42	EntNic	HiC_scaffold_2	10846772	10866524	2	EntNic_DoeJ-C27	10853124	10860965	0.397	74.97837	6.427082e-05
EntNic_HiC_scaffold_2_R43	EntNic	HiC_scaffold_2	10886627	10899977	8	EntNic_LEJ-C64	10886627	10899977	1.0	146.0621	0.0001064375
EntNic_HiC_scaffold_2_R43	EntNic	HiC_scaffold_2	10886627	10899977	8	EntNic_BJJ-C34	10886627	10896334	0.72714	117.98161	0.0001274051
EntNic_HiC_scaffold_2_R43	EntNic	HiC_scaffold_2	10886627	10899977	8	EntNic_RDJ-C344	10886627	10899974	0.99978	141.44129	0.0001142807
EntNic_HiC_scaffold_2_R43	EntNic	HiC_scaffold_2	10886627	10899977	8	EntNic_ORoe-C299	10886627	10899977	1.0	146.37058	0.0001093706
EntNic_HiC_scaffold_2_R43	EntNic	HiC_scaffold_2	10886627	10899977	8	EntNic_SKJ-C16	10891019	10895782	0.35683	64.52004	0.0001738179
EntNic_HiC_scaffold_2_R43	EntNic	HiC_scaffold_2	10886627	10899977	8	EntNic_GSJ-C274	10891019	10891547	0.03962	55.93494	0.0003840904
EntNic_HiC_scaffold_2_R43	EntNic	HiC_scaffold_2	10886627	10899977	8	EntNic_RYJ-C139	10895168	10895168	7e-05	55.01371	0.0001879987
EntNic_HiC_scaffold_2_R43	EntNic	HiC_scaffold_2	10886627	10899977	8	EntNic_SUJ-C130	10895168	10895782	0.04606	50.41064	0.000207669
EntNic_HiC_scaffold_2_R44	EntNic	HiC_scaffold_2	10910379	10921117	1	EntNic_GUS-C41	10910379	10921117	1.0	98.62818	4.256672e-05
EntNic_HiC_scaffold_2_R45	EntNic	HiC_scaffold_2	11271714	11275827	1	EntNic_HHJ-C162	11271714	11275827	1.0	58.39534	7.909346e-05
EntNic_HiC_scaffold_2_R46	EntNic	HiC_scaffold_2	11285856	11298095	3	EntNic_LVJ-C76	11285856	11295156	0.75989	74.19295	4.441963e-05
EntNic_HiC_scaffold_2_R46	EntNic	HiC_scaffold_2	11285856	11298095	3	EntNic_MSJ-C2	11293154	11297736	0.37443	56.5364	7.654946e-05
EntNic_HiC_scaffold_2_R46	EntNic	HiC_scaffold_2	11285856	11298095	3	EntNic_HHJ-C162	11293541	11298095	0.37214	91.93552	4.835158e-05
EntNic_HiC_scaffold_2_R47	EntNic	HiC_scaffold_2	11307014	11334339	4	EntNic_MSJ-C2	11307014	11334339	1.0	241.92997	1.712968e-05
EntNic_HiC_scaffold_2_R47	EntNic	HiC_scaffold_2	11307014	11334339	4	EntNic_ORoe-C299	11307014	11334339	1.0	120.30201	1.984711e-05
EntNic_HiC_scaffold_2_R47	EntNic	HiC_scaffold_2	11307014	11334339	4	EntNic_HHJ-C162	11330545	11334339	0.13888	206.71369	1.556617e-05
EntNic_HiC_scaffold_2_R47	EntNic	HiC_scaffold_2	11307014	11334339	4	EntNic_BRS-C268	11330571	11334339	0.13793	56.03571	6.492288e-05
EntNic_HiC_scaffold_2_R48	EntNic	HiC_scaffold_2	11352608	11369249	4	EntNic_MSJ-C2	11352608	11369042	0.98756	211.68579	1.44316e-05
EntNic_HiC_scaffold_2_R48	EntNic	HiC_scaffold_2	11352608	11369249	4	EntNic_ORoe-C299	11352608	11369249	1.0	192.76147	1.200248e-05
EntNic_HiC_scaffold_2_R48	EntNic	HiC_scaffold_2	11352608	11369249	4	EntNic_HHJ-C162	11352608	11367362	0.88661	226.1997	1.443766e-05
EntNic_HiC_scaffold_2_R48	EntNic	HiC_scaffold_2	11352608	11369249	4	EntNic_aaRJ-C225	11365133	11369038	0.23471	55.5839	0.0001386551
EntNic_HiC_scaffold_2_R49	EntNic	HiC_scaffold_2	11394001	11400547	1	EntNic_ORoe-C299	11394001	11400547	1.0	59.11935	2.559128e-05
EntNic_HiC_scaffold_2_R50	EntNic	HiC_scaffold_2	11402893	11408834	1	EntNic_LVJ-C76	11402893	11408834	1.0	72.73495	7.763705e-05
EntNic_HiC_scaffold_2_R51	EntNic	HiC_scaffold_2	11415352	11415352	2	EntNic_SKJ-C16	11415352	11415352	1.0	54.96671	5.69897e-05
EntNic_HiC_scaffold_2_R51	EntNic	HiC_scaffold_2	11415352	11415352	2	EntNic_SKJ-C216	11415352	11415352	1.0	82.74768	3.54024e-05
EntNic_HiC_scaffold_2_R52	EntNic	HiC_scaffold_2	11420671	11427269	1	EntNic_SKJ-C16	11420671	11427269	1.0	72.0636	4.430139e-05
EntNic_HiC_scaffold_2_R53	EntNic	HiC_scaffold_2	11441402	11460871	6	EntNic_SUJ-C130	11441402	11454677	0.68187	78.76964	8.836015e-05
EntNic_HiC_scaffold_2_R53	EntNic	HiC_scaffold_2	11441402	11460871	6	EntNic_JoeJ-C252	11441666	11446044	0.22491	87.91779	0.0001140947
EntNic_HiC_scaffold_2_R53	EntNic	HiC_scaffold_2	11441402	11460871	6	EntNic_ORoe-C299	11444027	11448339	0.22152	59.84625	0.0001322268
EntNic_HiC_scaffold_2_R53	EntNic	HiC_scaffold_2	11441402	11460871	6	EntNic_BIJ-C30	11446037	11458584	0.64448	102.82237	6.085038e-05
EntNic_HiC_scaffold_2_R53	EntNic	HiC_scaffold_2	11441402	11460871	6	EntNic_SBJ-C52	11450202	11459395	0.47221	80.28551	8.921942e-05
EntNic_HiC_scaffold_2_R53	EntNic	HiC_scaffold_2	11441402	11460871	6	EntNic_ORoe-C299	11453762	11460871	0.36518	91.08802	6.850285e-05
EntNic_HiC_scaffold_2_R53	EntNic	HiC_scaffold_2	11441402	11460871	6	EntNic_RYJ-C139	11458584	11459740	0.05942	69.15008	0.000289069
EntNic_HiC_scaffold_2_R54	EntNic	HiC_scaffold_2	11493653	11493653	1	EntNic_LVJ-C76	11493653	11493653	1.0	67.42822	0.0001426189
EntNic_HiC_scaffold_2_R55	EntNic	HiC_scaffold_2	11498704	11503092	2	EntNic_LVJ-C76	11498704	11503092	1.0	126.00166	0.0001539687
EntNic_HiC_scaffold_2_R55	EntNic	HiC_scaffold_2	11498704	11503092	2	EntNic_GUS-C41	11499071	11500401	0.30326	68.46081	0.0002407277
EntNic_HiC_scaffold_2_R56	EntNic	HiC_scaffold_2	11505944	11510978	1	EntNic_GUS-C41	11505944	11510978	1.0	84.57158	4.032519e-05
EntNic_HiC_scaffold_2_R57	EntNic	HiC_scaffold_2	11548162	11570786	5	EntNic_JoeJ-C252	11548162	11570786	1.0	145.3215	4.180559e-05
EntNic_HiC_scaffold_2_R57	EntNic	HiC_scaffold_2	11548162	11570786	5	EntNic_FUR-C230	11548483	11563689	0.67213	109.22569	5.20058e-05
EntNic_HiC_scaffold_2_R57	EntNic	HiC_scaffold_2	11548162	11570786	5	EntNic_SSJ-C259	11548522	11570786	0.98409	119.04311	6.511323e-05
EntNic_HiC_scaffold_2_R57	EntNic	HiC_scaffold_2	11548162	11570786	5	EntNic_GoeJ-C19	11548996	11557381	0.37065	74.01479	0.0001331877
EntNic_HiC_scaffold_2_R57	EntNic	HiC_scaffold_2	11548162	11570786	5	EntNic_SHJ-C48	11549801	11563152	0.59014	103.42401	5.618586e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_BIJ-C30	11662422	11735632	0.77616	208.66383	1.147652e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_LEJ-C64	11670338	11735632	0.69223	172.66106	1.114962e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_TOJ-C71	11670346	11735632	0.69215	177.26671	1.191022e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_RDJ-C344	11682483	11706076	0.25014	214.28228	2.00044e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_FUR-C230	11682483	11698319	0.1679	121.92584	2.954869e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_SKJ-C216	11682483	11706155	0.25097	225.76672	2.165098e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_DoeJ-C27	11682941	11702699	0.20948	142.40303	3.290662e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_SKJ-C16	11682941	11706077	0.24529	171.27862	3.131551e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_LVJ-C76	11682941	11704873	0.23253	178.31066	2.694062e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_KLJ-C127	11682941	11704873	0.23253	191.88194	2.161189e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_SUJ-C130	11682941	11704876	0.23256	181.95149	1.848578e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_aaRJ-C225	11682941	11706076	0.24528	179.60003	2.769953e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_ULJ-C60	11686629	11689263	0.02794	68.60536	0.0001127271
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_JHJ-C220	11688237	11689432	0.01268	57.65025	0.0001689317
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_NOJ-C37	11693402	11702699	0.09857	58.40985	0.000103622
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_SBJ-C52	11693402	11704873	0.12162	115.73133	2.851198e-05
EntNic_HiC_scaffold_2_R58	EntNic	HiC_scaffold_2	11662422	11756746	17	EntNic_FUR-C230	11704308	11704308	1e-05	57.40594	4.314405e-05
