region_id,species,chromosome,start,end,region_length,population_id,num_populations,mapped_populations
EntNic_HiC_scaffold_2_R10,EntNic,HiC_scaffold_2,2689530,3006915,317386,"['EntNic_STF-C266', 'EntNic_KRS-C23', 'EntNic_MMS-C295', 'EntNic_DSJ-C190', 'EntNic_ULJ-C60', 'EntNic_GEJ-C42', 'EntNic_LVJ-C76', 'EntNic_BIJ-C30', 'EntNic_SUJ-C130', 'EntNic_GUS-C41', 'EntNic_RYJ-C139', 'EntNic_NOJ-C37', 'EntNic_JEJ-C119', 'EntNic_ORoe-C299', 'EntNic_DSJ-C190', 'EntNic_LVJ-C76', 'EntNic_ULJ-C60', 'EntNic_MMS-C295', 'EntNic_GSJ-C274', 'EntNic_HHJ-C162', 'EntNic_MSJ-C2', 'EntNic_SBJ-C52', 'EntNic_JHJ-C220', 'EntNic_DoeJ-C27', 'EntNic_SUJ-C130', 'EntNic_BIJ-C30', 'EntNic_KOS-C293', 'EntNic_MMS-C295', 'EntNic_MSJ-C2', 'EntNic_JHJ-C220', 'EntNic_SKS-C55', 'EntNic_HAS-C59', 'EntNic_ULJ-C60', 'EntNic_GSJ-C274', 'EntNic_NOJ-C37', 'EntNic_SUJ-C130', 'EntNic_RDJ-C344', 'EntNic_BIJ-C30', 'EntNic_KOS-C293', 'EntNic_KRS-C23', 'EntNic_STF-C266', 'EntNic_aeRoe-C36', 'EntNic_MSJ-C2', 'EntNic_NOJ-C37', 'EntNic_GSJ-C274', 'EntNic_ULJ-C60', 'EntNic_SUJ-C130', 'EntNic_RYJ-C139', 'EntNic_RDJ-C344', 'EntNic_LVJ-C76', 'EntNic_KOS-C293', 'EntNic_ULJ-C60', 'EntNic_MSJ-C2', 'EntNic_NOJ-C37', 'EntNic_ORoe-C299', 'EntNic_SBJ-C52', 'EntNic_GSJ-C274', 'EntNic_RYJ-C139', 'EntNic_GEJ-C42', 'EntNic_DoeJ-C27', 'EntNic_HHJ-C162', 'EntNic_aaRJ-C225', 'EntNic_JHJ-C220', 'EntNic_DSJ-C190', 'EntNic_NOJ-C37', 'EntNic_ULJ-C60', 'EntNic_MSJ-C2', 'EntNic_SKJ-C16', 'EntNic_ORoe-C299', 'EntNic_SBJ-C52', 'EntNic_GSJ-C274', 'EntNic_GUS-C41', 'EntNic_HHJ-C162', 'EntNic_SUJ-C130', 'EntNic_MMS-C295', 'EntNic_SKJ-C216', 'EntNic_KRS-C23', 'EntNic_DoeJ-C27', 'EntNic_GEJ-C42', 'EntNic_KOS-C293', 'EntNic_SBJ-C52', 'EntNic_MMS-C295', 'EntNic_ORoe-C299', 'EntNic_LVJ-C76', 'EntNic_HHJ-C162', 'EntNic_ULJ-C60', 'EntNic_RDJ-C344', 'EntNic_SKJ-C216', 'EntNic_KOS-C293', 'EntNic_SKJ-C16', 'EntNic_SUJ-C130', 'EntNic_GUS-C41', 'EntNic_UTJ-C22', 'EntNic_STF-C266', 'EntNic_KOS-C293', 'EntNic_KRS-C23', 'EntNic_MMS-C295', 'EntNic_JHJ-C220', 'EntNic_ORoe-C299', 'EntNic_RYJ-C139', 'EntNic_LVJ-C76', 'EntNic_aeRoe-C36', 'EntNic_LEJ-C64', 'EntNic_GUS-C41', 'EntNic_aaRJ-C225', 'EntNic_SKJ-C16', 'EntNic_SSJ-C259', 'EntNic_VAJ-C24', 'EntNic_LEJ-C64', 'EntNic_JEJ-C119', 'EntNic_RYJ-C139', 'EntNic_HHJ-C162', 'EntNic_MSJ-C2', 'EntNic_GSJ-C274', 'EntNic_JoeJ-C252', 'EntNic_aaRJ-C225', 'EntNic_SKJ-C216', 'EntNic_RDJ-C344', 'EntNic_TOJ-C71', 'EntNic_DoeJ-C27', 'EntNic_TOJ-C71', 'EntNic_SSJ-C259', 'EntNic_SKJ-C216', 'EntNic_DoeJ-C27', 'EntNic_LVJ-C76', 'EntNic_HHJ-C162']",34,"['STF-C266', 'KRS-C23', 'MMS-C295', 'DSJ-C190', 'ULJ-C60', 'GEJ-C42', 'LVJ-C76', 'BIJ-C30', 'SUJ-C130', 'GUS-C41', 'RYJ-C139', 'NOJ-C37', 'JEJ-C119', 'ORoe-C299', 'DSJ-C190', 'LVJ-C76', 'ULJ-C60', 'MMS-C295', 'GSJ-C274', 'HHJ-C162', 'MSJ-C2', 'SBJ-C52', 'JHJ-C220', 'DoeJ-C27', 'SUJ-C130', 'BIJ-C30', 'KOS-C293', 'MMS-C295', 'MSJ-C2', 'JHJ-C220', 'SKS-C55', 'HAS-C59', 'ULJ-C60', 'GSJ-C274', 'NOJ-C37', 'SUJ-C130', 'RDJ-C344', 'BIJ-C30', 'KOS-C293', 'KRS-C23', 'STF-C266', 'aeRoe-C36', 'MSJ-C2', 'NOJ-C37', 'GSJ-C274', 'ULJ-C60', 'SUJ-C130', 'RYJ-C139', 'RDJ-C344', 'LVJ-C76', 'KOS-C293', 'ULJ-C60', 'MSJ-C2', 'NOJ-C37', 'ORoe-C299', 'SBJ-C52', 'GSJ-C274', 'RYJ-C139', 'GEJ-C42', 'DoeJ-C27', 'HHJ-C162', 'aaRJ-C225', 'JHJ-C220', 'DSJ-C190', 'NOJ-C37', 'ULJ-C60', 'MSJ-C2', 'SKJ-C16', 'ORoe-C299', 'SBJ-C52', 'GSJ-C274', 'GUS-C41', 'HHJ-C162', 'SUJ-C130', 'MMS-C295', 'SKJ-C216', 'KRS-C23', 'DoeJ-C27', 'GEJ-C42', 'KOS-C293', 'SBJ-C52', 'MMS-C295', 'ORoe-C299', 'LVJ-C76', 'HHJ-C162', 'ULJ-C60', 'RDJ-C344', 'SKJ-C216', 'KOS-C293', 'SKJ-C16', 'SUJ-C130', 'GUS-C41', 'UTJ-C22', 'STF-C266', 'KOS-C293', 'KRS-C23', 'MMS-C295', 'JHJ-C220', 'ORoe-C299', 'RYJ-C139', 'LVJ-C76', 'aeRoe-C36', 'LEJ-C64', 'GUS-C41', 'aaRJ-C225', 'SKJ-C16', 'SSJ-C259', 'VAJ-C24', 'LEJ-C64', 'JEJ-C119', 'RYJ-C139', 'HHJ-C162', 'MSJ-C2', 'GSJ-C274', 'JoeJ-C252', 'aaRJ-C225', 'SKJ-C216', 'RDJ-C344', 'TOJ-C71', 'DoeJ-C27', 'TOJ-C71', 'SSJ-C259', 'SKJ-C216', 'DoeJ-C27', 'LVJ-C76', 'HHJ-C162']"
EntNic_HiC_scaffold_2_R100,EntNic,HiC_scaffold_2,15200294,15239556,39263,"['EntNic_FHJ-C38', 'EntNic_JHJ-C220', 'EntNic_MSJ-C2', 'EntNic_MMS-C295', 'EntNic_GEJ-C42', 'EntNic_FHJ-C38', 'EntNic_GEJ-C42', 'EntNic_ULJ-C60', 'EntNic_TOJ-C71', 'EntNic_FUR-C230', 'EntNic_JoeJ-C252']",9,"['FHJ-C38', 'JHJ-C220', 'MSJ-C2', 'MMS-C295', 'GEJ-C42', 'FHJ-C38', 'GEJ-C42', 'ULJ-C60', 'TOJ-C71', 'FUR-C230', 'JoeJ-C252']"
EntNic_HiC_scaffold_2_R101,EntNic,HiC_scaffold_2,15266197,15303217,37021,"['EntNic_JoeJ-C252', 'EntNic_FUR-C230', 'EntNic_TOJ-C71', 'EntNic_FHJ-C38', 'EntNic_DSJ-C190', 'EntNic_SKS-C55']",6,"['JoeJ-C252', 'FUR-C230', 'TOJ-C71', 'FHJ-C38', 'DSJ-C190', 'SKS-C55']"
EntNic_HiC_scaffold_2_R102,EntNic,HiC_scaffold_2,15305766,15336739,30974,"['EntNic_JoeJ-C252', 'EntNic_RYJ-C139', 'EntNic_FUR-C230', 'EntNic_SSJ-C259', 'EntNic_LEJ-C64', 'EntNic_BJJ-C34', 'EntNic_KRS-C23', 'EntNic_JEJ-C119']",8,"['JoeJ-C252', 'RYJ-C139', 'FUR-C230', 'SSJ-C259', 'LEJ-C64', 'BJJ-C34', 'KRS-C23', 'JEJ-C119']"
EntNic_HiC_scaffold_2_R105,EntNic,HiC_scaffold_2,15397149,15422392,25244,"['EntNic_aeRoe-C36', 'EntNic_FHJ-C38', 'EntNic_GUS-C41', 'EntNic_MMS-C295']",4,"['aeRoe-C36', 'FHJ-C38', 'GUS-C41', 'MMS-C295']"
EntNic_HiC_scaffold_2_R106,EntNic,HiC_scaffold_2,15427828,15451696,23869,"['EntNic_aeRoe-C36', 'EntNic_FHJ-C38', 'EntNic_GUS-C41']",3,"['aeRoe-C36', 'FHJ-C38', 'GUS-C41']"
EntNic_HiC_scaffold_2_R11,EntNic,HiC_scaffold_2,3040824,3111072,70249,"['EntNic_aaRJ-C225', 'EntNic_FUR-C230', 'EntNic_RDJ-C344', 'EntNic_SKJ-C216', 'EntNic_SKJ-C16', 'EntNic_LEJ-C64', 'EntNic_KRS-C23', 'EntNic_aaRJ-C225', 'EntNic_RDJ-C344', 'EntNic_SKJ-C216', 'EntNic_SKJ-C16', 'EntNic_SSJ-C259', 'EntNic_SHJ-C48', 'EntNic_ORoe-C299']",10,"['aaRJ-C225', 'FUR-C230', 'RDJ-C344', 'SKJ-C216', 'SKJ-C16', 'LEJ-C64', 'KRS-C23', 'aaRJ-C225', 'RDJ-C344', 'SKJ-C216', 'SKJ-C16', 'SSJ-C259', 'SHJ-C48', 'ORoe-C299']"
EntNic_HiC_scaffold_2_R111,EntNic,HiC_scaffold_2,15617755,15646450,28696,"['EntNic_NOJ-C37', 'EntNic_JHJ-C220', 'EntNic_SKS-C55', 'EntNic_FHJ-C38', 'EntNic_KRS-C23', 'EntNic_MMS-C295', 'EntNic_HAS-C59', 'EntNic_UTJ-C22', 'EntNic_ORoe-C299', 'EntNic_FHJ-C38', 'EntNic_UTJ-C22', 'EntNic_GSJ-C274', 'EntNic_ORoe-C299', 'EntNic_KOS-C293', 'EntNic_STF-C266', 'EntNic_GUS-C41', 'EntNic_MSJ-C2', 'EntNic_HAS-C59', 'EntNic_ULJ-C60']",15,"['NOJ-C37', 'JHJ-C220', 'SKS-C55', 'FHJ-C38', 'KRS-C23', 'MMS-C295', 'HAS-C59', 'UTJ-C22', 'ORoe-C299', 'FHJ-C38', 'UTJ-C22', 'GSJ-C274', 'ORoe-C299', 'KOS-C293', 'STF-C266', 'GUS-C41', 'MSJ-C2', 'HAS-C59', 'ULJ-C60']"
EntNic_HiC_scaffold_2_R113,EntNic,HiC_scaffold_2,15689167,15710802,21636,"['EntNic_SSJ-C259', 'EntNic_UTJ-C22', 'EntNic_STF-C266', 'EntNic_FUR-C230', 'EntNic_KOS-C293', 'EntNic_KRS-C23', 'EntNic_DSJ-C190', 'EntNic_MMS-C295', 'EntNic_FUR-C230', 'EntNic_SUJ-C130']",9,"['SSJ-C259', 'UTJ-C22', 'STF-C266', 'FUR-C230', 'KOS-C293', 'KRS-C23', 'DSJ-C190', 'MMS-C295', 'FUR-C230', 'SUJ-C130']"
EntNic_HiC_scaffold_2_R115,EntNic,HiC_scaffold_2,15717543,15744200,26658,"['EntNic_BIJ-C30', 'EntNic_DSJ-C190', 'EntNic_HHJ-C162', 'EntNic_JHJ-C220', 'EntNic_NOJ-C37']",5,"['BIJ-C30', 'DSJ-C190', 'HHJ-C162', 'JHJ-C220', 'NOJ-C37']"
EntNic_HiC_scaffold_2_R116,EntNic,HiC_scaffold_2,15744775,15807882,63108,"['EntNic_GEJ-C42', 'EntNic_LVJ-C76', 'EntNic_SBJ-C52', 'EntNic_NOJ-C37', 'EntNic_DoeJ-C27', 'EntNic_BIJ-C30', 'EntNic_NOJ-C37', 'EntNic_GSJ-C274', 'EntNic_GEJ-C42', 'EntNic_FUR-C230', 'EntNic_BIJ-C30', 'EntNic_SBJ-C52', 'EntNic_ULJ-C60']",9,"['GEJ-C42', 'LVJ-C76', 'SBJ-C52', 'NOJ-C37', 'DoeJ-C27', 'BIJ-C30', 'NOJ-C37', 'GSJ-C274', 'GEJ-C42', 'FUR-C230', 'BIJ-C30', 'SBJ-C52', 'ULJ-C60']"
EntNic_HiC_scaffold_2_R117,EntNic,HiC_scaffold_2,15896139,15918768,22630,"['EntNic_MSJ-C2', 'EntNic_KRS-C23', 'EntNic_JHJ-C220', 'EntNic_SKS-C55', 'EntNic_SBJ-C52', 'EntNic_KOS-C293', 'EntNic_HAS-C59', 'EntNic_HHJ-C162', 'EntNic_STF-C266']",9,"['MSJ-C2', 'KRS-C23', 'JHJ-C220', 'SKS-C55', 'SBJ-C52', 'KOS-C293', 'HAS-C59', 'HHJ-C162', 'STF-C266']"
EntNic_HiC_scaffold_2_R120,EntNic,HiC_scaffold_2,16017059,16027430,10372,['EntNic_STF-C266'],1,['STF-C266']
EntNic_HiC_scaffold_2_R122,EntNic,HiC_scaffold_2,16106474,16121390,14917,"['EntNic_MMS-C295', 'EntNic_STF-C266']",2,"['MMS-C295', 'STF-C266']"
EntNic_HiC_scaffold_2_R124,EntNic,HiC_scaffold_2,16265366,16303191,37826,"['EntNic_KRS-C23', 'EntNic_DSJ-C190', 'EntNic_JHJ-C220', 'EntNic_STF-C266', 'EntNic_MMS-C295', 'EntNic_FHJ-C38', 'EntNic_BRS-C268', 'EntNic_aeRoe-C36', 'EntNic_SKJ-C16', 'EntNic_LEJ-C64', 'EntNic_SKJ-C216']",11,"['KRS-C23', 'DSJ-C190', 'JHJ-C220', 'STF-C266', 'MMS-C295', 'FHJ-C38', 'BRS-C268', 'aeRoe-C36', 'SKJ-C16', 'LEJ-C64', 'SKJ-C216']"
EntNic_HiC_scaffold_2_R125,EntNic,HiC_scaffold_2,16399072,16622546,223475,"['EntNic_KRS-C23', 'EntNic_STF-C266', 'EntNic_GUS-C41', 'EntNic_KOS-C293', 'EntNic_aeRoe-C36', 'EntNic_BRS-C268', 'EntNic_FUR-C230', 'EntNic_FHJ-C38', 'EntNic_JEJ-C119', 'EntNic_STF-C266', 'EntNic_LVJ-C76', 'EntNic_RDJ-C344', 'EntNic_LEJ-C64', 'EntNic_SHJ-C48', 'EntNic_KRS-C23']",13,"['KRS-C23', 'STF-C266', 'GUS-C41', 'KOS-C293', 'aeRoe-C36', 'BRS-C268', 'FUR-C230', 'FHJ-C38', 'JEJ-C119', 'STF-C266', 'LVJ-C76', 'RDJ-C344', 'LEJ-C64', 'SHJ-C48', 'KRS-C23']"
EntNic_HiC_scaffold_2_R126,EntNic,HiC_scaffold_2,16624293,16641063,16771,"['EntNic_KRS-C23', 'EntNic_BRS-C268']",2,"['KRS-C23', 'BRS-C268']"
EntNic_HiC_scaffold_2_R127,EntNic,HiC_scaffold_2,16654283,16714664,60382,"['EntNic_STF-C266', 'EntNic_BRS-C268', 'EntNic_KRS-C23', 'EntNic_aeRoe-C36', 'EntNic_LVJ-C76', 'EntNic_aaRJ-C225', 'EntNic_STF-C266']",6,"['STF-C266', 'BRS-C268', 'KRS-C23', 'aeRoe-C36', 'LVJ-C76', 'aaRJ-C225', 'STF-C266']"
EntNic_HiC_scaffold_2_R128,EntNic,HiC_scaffold_2,16727526,16746883,19358,"['EntNic_KRS-C23', 'EntNic_STF-C266']",2,"['KRS-C23', 'STF-C266']"
EntNic_HiC_scaffold_2_R129,EntNic,HiC_scaffold_2,16877705,16930476,52772,"['EntNic_NOJ-C37', 'EntNic_VAJ-C24', 'EntNic_UTJ-C22', 'EntNic_TOJ-C71', 'EntNic_JEJ-C119', 'EntNic_JoeJ-C252', 'EntNic_MMS-C295', 'EntNic_SBJ-C52', 'EntNic_BRS-C268', 'EntNic_GEJ-C42', 'EntNic_BIJ-C30']",11,"['NOJ-C37', 'VAJ-C24', 'UTJ-C22', 'TOJ-C71', 'JEJ-C119', 'JoeJ-C252', 'MMS-C295', 'SBJ-C52', 'BRS-C268', 'GEJ-C42', 'BIJ-C30']"
EntNic_HiC_scaffold_2_R130,EntNic,HiC_scaffold_2,16948995,16968190,19196,['EntNic_DSJ-C190'],1,['DSJ-C190']
EntNic_HiC_scaffold_2_R131,EntNic,HiC_scaffold_2,17075420,17121438,46019,['EntNic_SUJ-C130'],1,['SUJ-C130']
EntNic_HiC_scaffold_2_R132,EntNic,HiC_scaffold_2,17128264,17153550,25287,"['EntNic_SUJ-C130', 'EntNic_aaRJ-C225']",2,"['SUJ-C130', 'aaRJ-C225']"
EntNic_HiC_scaffold_2_R136,EntNic,HiC_scaffold_2,17316415,17392970,76556,"['EntNic_aeRoe-C36', 'EntNic_VAJ-C24', 'EntNic_VAJ-C24', 'EntNic_JEJ-C119']",3,"['aeRoe-C36', 'VAJ-C24', 'VAJ-C24', 'JEJ-C119']"
EntNic_HiC_scaffold_2_R137,EntNic,HiC_scaffold_2,17402054,17525030,122977,"['EntNic_VAJ-C24', 'EntNic_FUR-C230']",2,"['VAJ-C24', 'FUR-C230']"
EntNic_HiC_scaffold_2_R138,EntNic,HiC_scaffold_2,17534422,17555974,21553,"['EntNic_FUR-C230', 'EntNic_UTJ-C22']",2,"['FUR-C230', 'UTJ-C22']"
EntNic_HiC_scaffold_2_R139,EntNic,HiC_scaffold_2,17612287,17638355,26069,['EntNic_FUR-C230'],1,['FUR-C230']
EntNic_HiC_scaffold_2_R141,EntNic,HiC_scaffold_2,18168041,18207362,39322,"['EntNic_aaRJ-C225', 'EntNic_ORoe-C299', 'EntNic_FUR-C230', 'EntNic_ORoe-C299']",3,"['aaRJ-C225', 'ORoe-C299', 'FUR-C230', 'ORoe-C299']"
EntNic_HiC_scaffold_2_R142,EntNic,HiC_scaffold_2,18221670,18238261,16592,"['EntNic_ORoe-C299', 'EntNic_FUR-C230']",2,"['ORoe-C299', 'FUR-C230']"
EntNic_HiC_scaffold_2_R143,EntNic,HiC_scaffold_2,18314094,18338676,24583,['EntNic_GoeJ-C19'],1,['GoeJ-C19']
EntNic_HiC_scaffold_2_R144,EntNic,HiC_scaffold_2,18350576,18405024,54449,"['EntNic_GoeJ-C19', 'EntNic_ORoe-C299', 'EntNic_SKS-C55', 'EntNic_GUS-C41', 'EntNic_HAS-C59', 'EntNic_JHJ-C220', 'EntNic_LEJ-C64', 'EntNic_JHJ-C220', 'EntNic_SKS-C55', 'EntNic_ORoe-C299', 'EntNic_SKJ-C216', 'EntNic_GUS-C41']",8,"['GoeJ-C19', 'ORoe-C299', 'SKS-C55', 'GUS-C41', 'HAS-C59', 'JHJ-C220', 'LEJ-C64', 'JHJ-C220', 'SKS-C55', 'ORoe-C299', 'SKJ-C216', 'GUS-C41']"
EntNic_HiC_scaffold_2_R145,EntNic,HiC_scaffold_2,18460644,18481143,20500,"['EntNic_HAS-C59', 'EntNic_JHJ-C220', 'EntNic_SKS-C55']",3,"['HAS-C59', 'JHJ-C220', 'SKS-C55']"
EntNic_HiC_scaffold_2_R146,EntNic,HiC_scaffold_2,18713924,18729140,15217,['EntNic_GEJ-C42'],1,['GEJ-C42']
EntNic_HiC_scaffold_2_R147,EntNic,HiC_scaffold_2,19231124,19263107,31984,"['EntNic_JHJ-C220', 'EntNic_UTJ-C22']",2,"['JHJ-C220', 'UTJ-C22']"
EntNic_HiC_scaffold_2_R148,EntNic,HiC_scaffold_2,19309271,19516744,207474,"['EntNic_GUS-C41', 'EntNic_ORoe-C299', 'EntNic_ORoe-C299', 'EntNic_BRS-C268', 'EntNic_JHJ-C220', 'EntNic_RYJ-C139', 'EntNic_VAJ-C24', 'EntNic_RDJ-C344', 'EntNic_SKJ-C16', 'EntNic_KOS-C293', 'EntNic_DoeJ-C27', 'EntNic_HAS-C59', 'EntNic_SKJ-C216', 'EntNic_RYJ-C139', 'EntNic_ULJ-C60', 'EntNic_ULJ-C60', 'EntNic_SKJ-C16', 'EntNic_ULJ-C60', 'EntNic_JHJ-C220', 'EntNic_DoeJ-C27', 'EntNic_SKJ-C216', 'EntNic_GoeJ-C19', 'EntNic_STF-C266']",15,"['GUS-C41', 'ORoe-C299', 'ORoe-C299', 'BRS-C268', 'JHJ-C220', 'RYJ-C139', 'VAJ-C24', 'RDJ-C344', 'SKJ-C16', 'KOS-C293', 'DoeJ-C27', 'HAS-C59', 'SKJ-C216', 'RYJ-C139', 'ULJ-C60', 'ULJ-C60', 'SKJ-C16', 'ULJ-C60', 'JHJ-C220', 'DoeJ-C27', 'SKJ-C216', 'GoeJ-C19', 'STF-C266']"
EntNic_HiC_scaffold_2_R149,EntNic,HiC_scaffold_2,19523015,19684371,161357,"['EntNic_BRS-C268', 'EntNic_STF-C266', 'EntNic_DSJ-C190', 'EntNic_SKS-C55', 'EntNic_RDJ-C344', 'EntNic_JHJ-C220', 'EntNic_RYJ-C139', 'EntNic_HAS-C59', 'EntNic_UTJ-C22', 'EntNic_GoeJ-C19', 'EntNic_GUS-C41', 'EntNic_KOS-C293', 'EntNic_ORoe-C299', 'EntNic_KRS-C23', 'EntNic_DSJ-C190', 'EntNic_MMS-C295', 'EntNic_aeRoe-C36', 'EntNic_VAJ-C24', 'EntNic_HHJ-C162']",18,"['BRS-C268', 'STF-C266', 'DSJ-C190', 'SKS-C55', 'RDJ-C344', 'JHJ-C220', 'RYJ-C139', 'HAS-C59', 'UTJ-C22', 'GoeJ-C19', 'GUS-C41', 'KOS-C293', 'ORoe-C299', 'KRS-C23', 'DSJ-C190', 'MMS-C295', 'aeRoe-C36', 'VAJ-C24', 'HHJ-C162']"
